configuration_id,run_id,checkpoint_path,checkpoint_bytes,shard_index
pca_raw__hist_gradient_boosting__medium__frac_0.60,pca_raw__hist_gradient_boosting__medium__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__hist_gradient_boosting__medium__frac_0.60__seed3407.joblib,9318574,3
pca_raw__hist_gradient_boosting__medium__frac_0.80,pca_raw__hist_gradient_boosting__medium__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__hist_gradient_boosting__medium__frac_0.80__seed3407.joblib,9594542,3
pca_raw__hist_gradient_boosting__medium__frac_1.00,pca_raw__hist_gradient_boosting__medium__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__hist_gradient_boosting__medium__frac_1.00__seed3407.joblib,9816974,3
pca_raw__hist_gradient_boosting__small__frac_0.20,pca_raw__hist_gradient_boosting__small__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__hist_gradient_boosting__small__frac_0.20__seed3407.joblib,3384875,3
pca_raw__hist_gradient_boosting__small__frac_0.40,pca_raw__hist_gradient_boosting__small__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__hist_gradient_boosting__small__frac_0.40__seed3407.joblib,3385323,3
pca_raw__hist_gradient_boosting__small__frac_0.60,pca_raw__hist_gradient_boosting__small__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__hist_gradient_boosting__small__frac_0.60__seed3407.joblib,3385323,3
pca_raw__hist_gradient_boosting__small__frac_0.80,pca_raw__hist_gradient_boosting__small__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__hist_gradient_boosting__small__frac_0.80__seed3407.joblib,3385323,3
pca_raw__hist_gradient_boosting__small__frac_1.00,pca_raw__hist_gradient_boosting__small__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__hist_gradient_boosting__small__frac_1.00__seed3407.joblib,3385323,3
pca_raw__knn__large__frac_0.20,pca_raw__knn__large__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__knn__large__frac_0.20__seed3407.joblib,9589030,3
pca_raw__knn__large__frac_0.40,pca_raw__knn__large__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__knn__large__frac_0.40__seed3407.joblib,9900678,3
pca_raw__knn__large__frac_0.60,pca_raw__knn__large__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__knn__large__frac_0.60__seed3407.joblib,10212710,3
pca_raw__knn__large__frac_0.80,pca_raw__knn__large__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__knn__large__frac_0.80__seed3407.joblib,10524342,3
pca_raw__knn__large__frac_1.00,pca_raw__knn__large__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__knn__large__frac_1.00__seed3407.joblib,10835206,3
pca_raw__knn__medium__frac_0.20,pca_raw__knn__medium__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__knn__medium__frac_0.20__seed3407.joblib,5114089,3
pca_raw__knn__medium__frac_0.40,pca_raw__knn__medium__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__knn__medium__frac_0.40__seed3407.joblib,5273097,3
pca_raw__knn__medium__frac_0.60,pca_raw__knn__medium__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__knn__medium__frac_0.60__seed3407.joblib,5432297,3
pca_raw__knn__medium__frac_0.80,pca_raw__knn__medium__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__knn__medium__frac_0.80__seed3407.joblib,5591289,3
pca_raw__knn__medium__frac_1.00,pca_raw__knn__medium__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__knn__medium__frac_1.00__seed3407.joblib,5749897,3
pca_raw__knn__small__frac_0.20,pca_raw__knn__small__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__knn__small__frac_0.20__seed3407.joblib,2130790,3
pca_raw__knn__small__frac_0.40,pca_raw__knn__small__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__knn__small__frac_0.40__seed3407.joblib,2188038,3
pca_raw__knn__small__frac_0.60,pca_raw__knn__small__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__knn__small__frac_0.60__seed3407.joblib,2245350,3
pca_raw__knn__small__frac_0.80,pca_raw__knn__small__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__knn__small__frac_0.80__seed3407.joblib,2302582,3
pca_raw__knn__small__frac_1.00,pca_raw__knn__small__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__knn__small__frac_1.00__seed3407.joblib,2359686,3
pca_raw__lda__large__frac_0.20,pca_raw__lda__large__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__lda__large__frac_0.20__seed3407.joblib,9432071,3
pca_raw__lda__large__frac_0.40,pca_raw__lda__large__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__lda__large__frac_0.40__seed3407.joblib,9432071,3
pca_raw__lda__large__frac_0.60,pca_raw__lda__large__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__lda__large__frac_0.60__seed3407.joblib,9432071,3
pca_raw__lda__large__frac_0.80,pca_raw__lda__large__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__lda__large__frac_0.80__seed3407.joblib,9432071,3
pca_raw__lda__large__frac_1.00,pca_raw__lda__large__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__lda__large__frac_1.00__seed3407.joblib,9432071,3
pca_raw__lda__medium__frac_0.20,pca_raw__lda__medium__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__lda__medium__frac_0.20__seed3407.joblib,4977130,3
pca_raw__lda__medium__frac_0.40,pca_raw__lda__medium__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__lda__medium__frac_0.40__seed3407.joblib,4977130,3
pca_raw__lda__medium__frac_0.60,pca_raw__lda__medium__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__lda__medium__frac_0.60__seed3407.joblib,4977130,3
pca_raw__lda__medium__frac_0.80,pca_raw__lda__medium__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__lda__medium__frac_0.80__seed3407.joblib,4977130,3
pca_raw__lda__medium__frac_1.00,pca_raw__lda__medium__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__lda__medium__frac_1.00__seed3407.joblib,4977130,3
pca_raw__lda__small__frac_0.20,pca_raw__lda__small__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__lda__small__frac_0.20__seed3407.joblib,2074974,3
pca_raw__lda__small__frac_0.40,pca_raw__lda__small__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__lda__small__frac_0.40__seed3407.joblib,2074974,3
pca_raw__lda__small__frac_0.60,pca_raw__lda__small__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__lda__small__frac_0.60__seed3407.joblib,2074974,3
pca_raw__lda__small__frac_0.80,pca_raw__lda__small__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__lda__small__frac_0.80__seed3407.joblib,2074974,3
pca_raw__lda__small__frac_1.00,pca_raw__lda__small__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__lda__small__frac_1.00__seed3407.joblib,2074974,3
pca_raw__linear_svm__large__frac_0.20,pca_raw__linear_svm__large__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__linear_svm__large__frac_0.20__seed3407.joblib,9281557,3
pca_raw__linear_svm__large__frac_0.40,pca_raw__linear_svm__large__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__linear_svm__large__frac_0.40__seed3407.joblib,9281556,3
pca_raw__linear_svm__large__frac_0.60,pca_raw__linear_svm__large__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__linear_svm__large__frac_0.60__seed3407.joblib,9281556,3
pca_raw__linear_svm__large__frac_0.80,pca_raw__linear_svm__large__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__linear_svm__large__frac_0.80__seed3407.joblib,9281556,3
pca_raw__linear_svm__large__frac_1.00,pca_raw__linear_svm__large__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__linear_svm__large__frac_1.00__seed3407.joblib,9281556,3
pca_raw__linear_svm__medium__frac_0.20,pca_raw__linear_svm__medium__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__linear_svm__medium__frac_0.20__seed3407.joblib,4957143,3
pca_raw__linear_svm__medium__frac_0.40,pca_raw__linear_svm__medium__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__linear_svm__medium__frac_0.40__seed3407.joblib,4957143,3
pca_raw__linear_svm__medium__frac_0.60,pca_raw__linear_svm__medium__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__linear_svm__medium__frac_0.60__seed3407.joblib,4957143,3
pca_raw__linear_svm__medium__frac_0.80,pca_raw__linear_svm__medium__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__linear_svm__medium__frac_0.80__seed3407.joblib,4957143,3
pca_raw__linear_svm__medium__frac_1.00,pca_raw__linear_svm__medium__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__linear_svm__medium__frac_1.00__seed3407.joblib,4957143,3
pca_raw__linear_svm__small__frac_0.20,pca_raw__linear_svm__small__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__linear_svm__small__frac_0.20__seed3407.joblib,2074196,3
pca_raw__linear_svm__small__frac_0.40,pca_raw__linear_svm__small__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__linear_svm__small__frac_0.40__seed3407.joblib,2074196,3
pca_raw__linear_svm__small__frac_0.60,pca_raw__linear_svm__small__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__linear_svm__small__frac_0.60__seed3407.joblib,2074196,3
pca_raw__linear_svm__small__frac_0.80,pca_raw__linear_svm__small__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__linear_svm__small__frac_0.80__seed3407.joblib,2074196,3
pca_raw__linear_svm__small__frac_1.00,pca_raw__linear_svm__small__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__linear_svm__small__frac_1.00__seed3407.joblib,2074196,3
pca_raw__logistic_regression__large__frac_0.20,pca_raw__logistic_regression__large__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__logistic_regression__large__frac_0.20__seed3407.joblib,9281742,3
pca_raw__logistic_regression__large__frac_0.40,pca_raw__logistic_regression__large__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__logistic_regression__large__frac_0.40__seed3407.joblib,9281742,3
pca_raw__logistic_regression__large__frac_0.60,pca_raw__logistic_regression__large__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__logistic_regression__large__frac_0.60__seed3407.joblib,9281742,3
pca_raw__logistic_regression__large__frac_0.80,pca_raw__logistic_regression__large__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__logistic_regression__large__frac_0.80__seed3407.joblib,9281742,3
pca_raw__logistic_regression__large__frac_1.00,pca_raw__logistic_regression__large__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__logistic_regression__large__frac_1.00__seed3407.joblib,9281742,3
pca_raw__logistic_regression__medium__frac_0.20,pca_raw__logistic_regression__medium__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__logistic_regression__medium__frac_0.20__seed3407.joblib,4957329,3
pca_raw__logistic_regression__medium__frac_0.40,pca_raw__logistic_regression__medium__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__logistic_regression__medium__frac_0.40__seed3407.joblib,4957329,3
pca_raw__logistic_regression__medium__frac_0.60,pca_raw__logistic_regression__medium__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__logistic_regression__medium__frac_0.60__seed3407.joblib,4957329,3
pca_raw__logistic_regression__medium__frac_0.80,pca_raw__logistic_regression__medium__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__logistic_regression__medium__frac_0.80__seed3407.joblib,4957329,3
pca_raw__logistic_regression__medium__frac_1.00,pca_raw__logistic_regression__medium__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__logistic_regression__medium__frac_1.00__seed3407.joblib,4957329,3
pca_raw__logistic_regression__small__frac_0.20,pca_raw__logistic_regression__small__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__logistic_regression__small__frac_0.20__seed3407.joblib,2074382,3
pca_raw__logistic_regression__small__frac_0.40,pca_raw__logistic_regression__small__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__logistic_regression__small__frac_0.40__seed3407.joblib,2074382,3
pca_raw__logistic_regression__small__frac_0.60,pca_raw__logistic_regression__small__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__logistic_regression__small__frac_0.60__seed3407.joblib,2074382,3
pca_raw__logistic_regression__small__frac_0.80,pca_raw__logistic_regression__small__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__logistic_regression__small__frac_0.80__seed3407.joblib,2074382,3
pca_raw__logistic_regression__small__frac_1.00,pca_raw__logistic_regression__small__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__logistic_regression__small__frac_1.00__seed3407.joblib,2074382,3
pca_raw__random_forest__large__frac_0.20,pca_raw__random_forest__large__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__random_forest__large__frac_0.20__seed3407.joblib,33831996,3
pca_raw__random_forest__large__frac_0.40,pca_raw__random_forest__large__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__random_forest__large__frac_0.40__seed3407.joblib,53105436,3
pca_raw__random_forest__large__frac_0.60,pca_raw__random_forest__large__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__random_forest__large__frac_0.60__seed3407.joblib,69354156,3
pca_raw__random_forest__large__frac_0.80,pca_raw__random_forest__large__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__random_forest__large__frac_0.80__seed3407.joblib,84698076,3
pca_raw__random_forest__large__frac_1.00,pca_raw__random_forest__large__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__random_forest__large__frac_1.00__seed3407.joblib,100519596,3
pca_raw__random_forest__medium__frac_0.20,pca_raw__random_forest__medium__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__random_forest__medium__frac_0.20__seed3407.joblib,16958464,3
pca_raw__random_forest__medium__frac_0.40,pca_raw__random_forest__medium__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__random_forest__medium__frac_0.40__seed3407.joblib,25809664,3
pca_raw__random_forest__medium__frac_0.60,pca_raw__random_forest__medium__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__random_forest__medium__frac_0.60__seed3407.joblib,32629504,3
pca_raw__random_forest__medium__frac_0.80,pca_raw__random_forest__medium__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__random_forest__medium__frac_0.80__seed3407.joblib,39021184,3
pca_raw__random_forest__medium__frac_1.00,pca_raw__random_forest__medium__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__random_forest__medium__frac_1.00__seed3407.joblib,45290464,3
pca_raw__random_forest__small__frac_0.20,pca_raw__random_forest__small__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__random_forest__small__frac_0.20__seed3407.joblib,4321676,3
pca_raw__random_forest__small__frac_0.40,pca_raw__random_forest__small__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__random_forest__small__frac_0.40__seed3407.joblib,4884476,3
pca_raw__random_forest__small__frac_0.60,pca_raw__random_forest__small__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__random_forest__small__frac_0.60__seed3407.joblib,5133596,3
pca_raw__random_forest__small__frac_0.80,pca_raw__random_forest__small__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__random_forest__small__frac_0.80__seed3407.joblib,5409836,3
pca_raw__random_forest__small__frac_1.00,pca_raw__random_forest__small__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__random_forest__small__frac_1.00__seed3407.joblib,5588636,3
pca_raw__rbf_svm__large__frac_0.20,pca_raw__rbf_svm__large__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__rbf_svm__large__frac_0.20__seed3407.joblib,9919862,3
pca_raw__rbf_svm__large__frac_0.40,pca_raw__rbf_svm__large__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__rbf_svm__large__frac_0.40__seed3407.joblib,10473638,3
pca_raw__rbf_svm__large__frac_0.60,pca_raw__rbf_svm__large__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__rbf_svm__large__frac_0.60__seed3407.joblib,11010934,3
pca_raw__rbf_svm__large__frac_0.80,pca_raw__rbf_svm__large__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__rbf_svm__large__frac_0.80__seed3407.joblib,11496150,3
pca_raw__rbf_svm__large__frac_1.00,pca_raw__rbf_svm__large__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__rbf_svm__large__frac_1.00__seed3407.joblib,11960518,3
pca_raw__rbf_svm__medium__frac_0.20,pca_raw__rbf_svm__medium__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__rbf_svm__medium__frac_0.20__seed3407.joblib,5307673,3
pca_raw__rbf_svm__medium__frac_0.40,pca_raw__rbf_svm__medium__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__rbf_svm__medium__frac_0.40__seed3407.joblib,5598073,3
pca_raw__rbf_svm__medium__frac_0.60,pca_raw__rbf_svm__medium__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__rbf_svm__medium__frac_0.60__seed3407.joblib,5870569,3
pca_raw__rbf_svm__medium__frac_0.80,pca_raw__rbf_svm__medium__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__rbf_svm__medium__frac_0.80__seed3407.joblib,6106761,3
pca_raw__rbf_svm__medium__frac_1.00,pca_raw__rbf_svm__medium__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__rbf_svm__medium__frac_1.00__seed3407.joblib,6331337,3
pca_raw__rbf_svm__small__frac_0.20,pca_raw__rbf_svm__small__frac_0.20__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__rbf_svm__small__frac_0.20__seed3407.joblib,2236534,3
pca_raw__rbf_svm__small__frac_0.40,pca_raw__rbf_svm__small__frac_0.40__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__rbf_svm__small__frac_0.40__seed3407.joblib,2363302,3
pca_raw__rbf_svm__small__frac_0.60,pca_raw__rbf_svm__small__frac_0.60__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__rbf_svm__small__frac_0.60__seed3407.joblib,2483686,3
pca_raw__rbf_svm__small__frac_0.80,pca_raw__rbf_svm__small__frac_0.80__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__rbf_svm__small__frac_0.80__seed3407.joblib,2578998,3
pca_raw__rbf_svm__small__frac_1.00,pca_raw__rbf_svm__small__frac_1.00__seed3407,classical_shards/shard_3/checkpoints/classical_bank/pca_raw__rbf_svm__small__frac_1.00__seed3407.joblib,2680230,3
stft_bands__extra_trees__large__frac_0.20,stft_bands__extra_trees__large__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__extra_trees__large__frac_0.20__seed3407.joblib,63578081,2
stft_bands__extra_trees__large__frac_0.40,stft_bands__extra_trees__large__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__extra_trees__large__frac_0.40__seed3407.joblib,122951681,2
stft_bands__extra_trees__large__frac_0.60,stft_bands__extra_trees__large__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__extra_trees__large__frac_0.60__seed3407.joblib,181494401,2
stft_bands__extra_trees__large__frac_0.80,stft_bands__extra_trees__large__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__extra_trees__large__frac_0.80__seed3407.joblib,239965841,2
stft_bands__extra_trees__large__frac_1.00,stft_bands__extra_trees__large__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__extra_trees__large__frac_1.00__seed3407.joblib,298534721,2
stft_bands__extra_trees__medium__frac_0.20,stft_bands__extra_trees__medium__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__extra_trees__medium__frac_0.20__seed3407.joblib,27797205,2
stft_bands__extra_trees__medium__frac_0.40,stft_bands__extra_trees__medium__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__extra_trees__medium__frac_0.40__seed3407.joblib,46126485,2
stft_bands__extra_trees__medium__frac_0.60,stft_bands__extra_trees__medium__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__extra_trees__medium__frac_0.60__seed3407.joblib,59629605,2
stft_bands__extra_trees__medium__frac_0.80,stft_bands__extra_trees__medium__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__extra_trees__medium__frac_0.80__seed3407.joblib,72837285,2
stft_bands__extra_trees__medium__frac_1.00,stft_bands__extra_trees__medium__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__extra_trees__medium__frac_1.00__seed3407.joblib,81909045,2
stft_bands__extra_trees__small__frac_0.20,stft_bands__extra_trees__small__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__extra_trees__small__frac_0.20__seed3407.joblib,1998241,2
stft_bands__extra_trees__small__frac_0.40,stft_bands__extra_trees__small__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__extra_trees__small__frac_0.40__seed3407.joblib,2337841,2
stft_bands__extra_trees__small__frac_0.60,stft_bands__extra_trees__small__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__extra_trees__small__frac_0.60__seed3407.joblib,2496001,2
stft_bands__extra_trees__small__frac_0.80,stft_bands__extra_trees__small__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__extra_trees__small__frac_0.80__seed3407.joblib,2585761,2
stft_bands__extra_trees__small__frac_1.00,stft_bands__extra_trees__small__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__extra_trees__small__frac_1.00__seed3407.joblib,2734561,2
stft_bands__hist_gradient_boosting__large__frac_0.20,stft_bands__hist_gradient_boosting__large__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__hist_gradient_boosting__large__frac_0.20__seed3407.joblib,7264583,2
stft_bands__hist_gradient_boosting__large__frac_0.40,stft_bands__hist_gradient_boosting__large__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__hist_gradient_boosting__large__frac_0.40__seed3407.joblib,13301159,2
stft_bands__hist_gradient_boosting__large__frac_0.60,stft_bands__hist_gradient_boosting__large__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__hist_gradient_boosting__large__frac_0.60__seed3407.joblib,14957751,2
stft_bands__hist_gradient_boosting__large__frac_0.80,stft_bands__hist_gradient_boosting__large__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__hist_gradient_boosting__large__frac_0.80__seed3407.joblib,16226935,2
stft_bands__hist_gradient_boosting__large__frac_1.00,stft_bands__hist_gradient_boosting__large__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__hist_gradient_boosting__large__frac_1.00__seed3407.joblib,17332487,2
stft_bands__hist_gradient_boosting__medium__frac_0.20,stft_bands__hist_gradient_boosting__medium__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__hist_gradient_boosting__medium__frac_0.20__seed3407.joblib,4713689,2
stft_bands__hist_gradient_boosting__medium__frac_0.40,stft_bands__hist_gradient_boosting__medium__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__hist_gradient_boosting__medium__frac_0.40__seed3407.joblib,5115881,2
stft_bands__hist_gradient_boosting__medium__frac_0.60,stft_bands__hist_gradient_boosting__medium__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__hist_gradient_boosting__medium__frac_0.60__seed3407.joblib,5116441,2
stft_bands__hist_gradient_boosting__medium__frac_0.80,stft_bands__hist_gradient_boosting__medium__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__hist_gradient_boosting__medium__frac_0.80__seed3407.joblib,5116441,2
stft_bands__hist_gradient_boosting__medium__frac_1.00,stft_bands__hist_gradient_boosting__medium__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__hist_gradient_boosting__medium__frac_1.00__seed3407.joblib,5116441,2
stft_bands__hist_gradient_boosting__small__frac_0.20,stft_bands__hist_gradient_boosting__small__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__hist_gradient_boosting__small__frac_0.20__seed3407.joblib,1294630,2
stft_bands__hist_gradient_boosting__small__frac_0.40,stft_bands__hist_gradient_boosting__small__frac_0.40__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__hist_gradient_boosting__small__frac_0.40__seed3407.joblib,1294630,2
stft_bands__hist_gradient_boosting__small__frac_0.60,stft_bands__hist_gradient_boosting__small__frac_0.60__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__hist_gradient_boosting__small__frac_0.60__seed3407.joblib,1294630,2
stft_bands__hist_gradient_boosting__small__frac_0.80,stft_bands__hist_gradient_boosting__small__frac_0.80__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__hist_gradient_boosting__small__frac_0.80__seed3407.joblib,1294630,2
stft_bands__hist_gradient_boosting__small__frac_1.00,stft_bands__hist_gradient_boosting__small__frac_1.00__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__hist_gradient_boosting__small__frac_1.00__seed3407.joblib,1294630,2
stft_bands__knn__large__frac_0.20,stft_bands__knn__large__frac_0.20__seed3407,classical_shards/shard_2/checkpoints/classical_bank/stft_bands__knn__large__frac_0.20__seed3407.joblib,162689,2
