dataset,configuration_id,base_configuration_id,feature_family,feature_capacity,feature_params,classifier,classifier_family,classifier_capacity,classifier_params,train_fraction,subset_seed,protocol_hash,timestamp,model_name,run_id,architecture_family,model_group,is_classical,train_seed,model_size,feature_dim,train_size,clean_accuracy,clean_macro_f1,clean_balanced_accuracy,train_time_sec,param_count,best_val_acc,model_params
UT_HAR,pca_raw__lda__medium__frac_0.80,pca_raw__lda__medium,pca_raw,medium,{'n_components': 48},lda,linear_discriminant,medium,"{'solver': 'lsqr', 'shrinkage': 'auto'}",0.8,3407.0,8a3568eb591e,2026-06-20T15:17:49+0000,pca_raw__lda__medium__frac_0.80,pca_raw__lda__medium__frac_0.80__seed3407,classical,linear_discriminant,True,3407,medium,48.0,3184.0,0.6244979919678715,0.5784322370625862,0.5592563221457183,0.0231389999389648,,,
UT_HAR,pca_raw__lda__medium__frac_1.00,pca_raw__lda__medium,pca_raw,medium,{'n_components': 48},lda,linear_discriminant,medium,"{'solver': 'lsqr', 'shrinkage': 'auto'}",1.0,3407.0,8a3568eb591e,2026-06-20T15:17:50+0000,pca_raw__lda__medium__frac_1.00,pca_raw__lda__medium__frac_1.00__seed3407,classical,linear_discriminant,True,3407,medium,48.0,3977.0,0.6355421686746988,0.5908202925031744,0.5719373712893706,0.0259325504302978,,,
UT_HAR,pca_raw__lda__small__frac_0.20,pca_raw__lda__small,pca_raw,small,{'n_components': 16},lda,linear_discriminant,small,"{'solver': 'svd', 'shrinkage': None}",0.2,3407.0,8a3568eb591e,2026-06-20T15:17:40+0000,pca_raw__lda__small__frac_0.20,pca_raw__lda__small__frac_0.20__seed3407,classical,linear_discriminant,True,3407,small,16.0,798.0,0.5632530120481928,0.5265573303179443,0.5034091490646485,0.0127859115600585,,,
UT_HAR,pca_raw__lda__small__frac_0.40,pca_raw__lda__small,pca_raw,small,{'n_components': 16},lda,linear_discriminant,small,"{'solver': 'svd', 'shrinkage': None}",0.4,3407.0,8a3568eb591e,2026-06-20T15:17:41+0000,pca_raw__lda__small__frac_0.40,pca_raw__lda__small__frac_0.40__seed3407,classical,linear_discriminant,True,3407,small,16.0,1593.0,0.570281124497992,0.5251126015706324,0.5057831401361942,0.0091965198516845,,,
UT_HAR,pca_raw__lda__small__frac_0.60,pca_raw__lda__small,pca_raw,small,{'n_components': 16},lda,linear_discriminant,small,"{'solver': 'svd', 'shrinkage': None}",0.6,3407.0,8a3568eb591e,2026-06-20T15:17:42+0000,pca_raw__lda__small__frac_0.60,pca_raw__lda__small__frac_0.60__seed3407,classical,linear_discriminant,True,3407,small,16.0,2389.0,0.5662650602409639,0.5282989383690967,0.5075411233141126,0.0097899436950683,,,
UT_HAR,pca_raw__lda__small__frac_0.80,pca_raw__lda__small,pca_raw,small,{'n_components': 16},lda,linear_discriminant,small,"{'solver': 'svd', 'shrinkage': None}",0.8,3407.0,8a3568eb591e,2026-06-20T15:17:43+0000,pca_raw__lda__small__frac_0.80,pca_raw__lda__small__frac_0.80__seed3407,classical,linear_discriminant,True,3407,small,16.0,3184.0,0.5642570281124498,0.5267177319461168,0.5074542664648064,0.0109820365905761,,,
UT_HAR,pca_raw__lda__small__frac_1.00,pca_raw__lda__small,pca_raw,small,{'n_components': 16},lda,linear_discriminant,small,"{'solver': 'svd', 'shrinkage': None}",1.0,3407.0,8a3568eb591e,2026-06-20T15:17:44+0000,pca_raw__lda__small__frac_1.00,pca_raw__lda__small__frac_1.00__seed3407,classical,linear_discriminant,True,3407,small,16.0,3977.0,0.5682730923694779,0.5278104999650565,0.5068436188229859,0.0113246440887451,,,
UT_HAR,pca_raw__linear_svm__large__frac_0.20,pca_raw__linear_svm__large,pca_raw,large,{'n_components': 96},linear_svm,linear_svm,large,{'C': 10.0},0.2,3407.0,8a3568eb591e,2026-06-20T14:50:23+0000,pca_raw__linear_svm__large__frac_0.20,pca_raw__linear_svm__large__frac_0.20__seed3407,classical,linear_svm,True,3407,large,96.0,798.0,0.606425702811245,0.5795172303413665,0.5930140203017595,0.2470405101776123,,,
UT_HAR,pca_raw__linear_svm__large__frac_0.40,pca_raw__linear_svm__large,pca_raw,large,{'n_components': 96},linear_svm,linear_svm,large,{'C': 10.0},0.4,3407.0,8a3568eb591e,2026-06-20T14:50:24+0000,pca_raw__linear_svm__large__frac_0.40,pca_raw__linear_svm__large__frac_0.40__seed3407,classical,linear_svm,True,3407,large,96.0,1593.0,0.6757028112449799,0.6466163139210142,0.636931499556059,0.0875766277313232,,,
UT_HAR,pca_raw__linear_svm__large__frac_0.60,pca_raw__linear_svm__large,pca_raw,large,{'n_components': 96},linear_svm,linear_svm,large,{'C': 10.0},0.6,3407.0,8a3568eb591e,2026-06-20T14:50:25+0000,pca_raw__linear_svm__large__frac_0.60,pca_raw__linear_svm__large__frac_0.60__seed3407,classical,linear_svm,True,3407,large,96.0,2389.0,0.6907630522088354,0.6681655694312753,0.6592509109543231,0.1074211597442627,,,
UT_HAR,pca_raw__linear_svm__large__frac_0.80,pca_raw__linear_svm__large,pca_raw,large,{'n_components': 96},linear_svm,linear_svm,large,{'C': 10.0},0.8,3407.0,8a3568eb591e,2026-06-20T14:50:26+0000,pca_raw__linear_svm__large__frac_0.80,pca_raw__linear_svm__large__frac_0.80__seed3407,classical,linear_svm,True,3407,large,96.0,3184.0,0.6877510040160643,0.668694739513977,0.6597043736564,0.1359333992004394,,,
UT_HAR,pca_raw__linear_svm__large__frac_1.00,pca_raw__linear_svm__large,pca_raw,large,{'n_components': 96},linear_svm,linear_svm,large,{'C': 10.0},1.0,3407.0,8a3568eb591e,2026-06-20T14:50:28+0000,pca_raw__linear_svm__large__frac_1.00,pca_raw__linear_svm__large__frac_1.00__seed3407,classical,linear_svm,True,3407,large,96.0,3977.0,0.6967871485943775,0.6674755486026823,0.6551091543009516,0.1669371128082275,,,
UT_HAR,pca_raw__linear_svm__medium__frac_0.20,pca_raw__linear_svm__medium,pca_raw,medium,{'n_components': 48},linear_svm,linear_svm,medium,{'C': 1.0},0.2,3407.0,8a3568eb591e,2026-06-20T14:50:19+0000,pca_raw__linear_svm__medium__frac_0.20,pca_raw__linear_svm__medium__frac_0.20__seed3407,classical,linear_svm,True,3407,medium,48.0,798.0,0.6194779116465864,0.5731483303368663,0.5589927940874627,0.0229005813598632,,,
UT_HAR,pca_raw__linear_svm__medium__frac_0.40,pca_raw__linear_svm__medium,pca_raw,medium,{'n_components': 48},linear_svm,linear_svm,medium,{'C': 1.0},0.4,3407.0,8a3568eb591e,2026-06-20T14:50:20+0000,pca_raw__linear_svm__medium__frac_0.40,pca_raw__linear_svm__medium__frac_0.40__seed3407,classical,linear_svm,True,3407,medium,48.0,1593.0,0.6244979919678715,0.5836623936211068,0.5660769487167429,0.0338172912597656,,,
UT_HAR,pca_raw__linear_svm__medium__frac_0.60,pca_raw__linear_svm__medium,pca_raw,medium,{'n_components': 48},linear_svm,linear_svm,medium,{'C': 1.0},0.6,3407.0,8a3568eb591e,2026-06-20T14:50:21+0000,pca_raw__linear_svm__medium__frac_0.60,pca_raw__linear_svm__medium__frac_0.60__seed3407,classical,linear_svm,True,3407,medium,48.0,2389.0,0.6325301204819277,0.5897037731098207,0.5731858642784253,0.0471079349517822,,,
UT_HAR,pca_raw__linear_svm__medium__frac_0.80,pca_raw__linear_svm__medium,pca_raw,medium,{'n_components': 48},linear_svm,linear_svm,medium,{'C': 1.0},0.8,3407.0,8a3568eb591e,2026-06-20T14:50:21+0000,pca_raw__linear_svm__medium__frac_0.80,pca_raw__linear_svm__medium__frac_0.80__seed3407,classical,linear_svm,True,3407,medium,48.0,3184.0,0.6184738955823293,0.5682306001333709,0.5546730459099783,0.0584192276000976,,,
UT_HAR,pca_raw__linear_svm__medium__frac_1.00,pca_raw__linear_svm__medium,pca_raw,medium,{'n_components': 48},linear_svm,linear_svm,medium,{'C': 1.0},1.0,3407.0,8a3568eb591e,2026-06-20T14:50:22+0000,pca_raw__linear_svm__medium__frac_1.00,pca_raw__linear_svm__medium__frac_1.00__seed3407,classical,linear_svm,True,3407,medium,48.0,3977.0,0.6295180722891566,0.5795938869467897,0.566208301768076,0.0725226402282714,,,
UT_HAR,pca_raw__linear_svm__small__frac_0.20,pca_raw__linear_svm__small,pca_raw,small,{'n_components': 16},linear_svm,linear_svm,small,{'C': 0.1},0.2,3407.0,8a3568eb591e,2026-06-20T14:50:15+0000,pca_raw__linear_svm__small__frac_0.20,pca_raw__linear_svm__small__frac_0.20__seed3407,classical,linear_svm,True,3407,small,16.0,798.0,0.5271084337349398,0.4625280346318446,0.4479704456837351,0.0147559642791748,,,
UT_HAR,pca_raw__linear_svm__small__frac_0.40,pca_raw__linear_svm__small,pca_raw,small,{'n_components': 16},linear_svm,linear_svm,small,{'C': 0.1},0.4,3407.0,8a3568eb591e,2026-06-20T14:50:16+0000,pca_raw__linear_svm__small__frac_0.40,pca_raw__linear_svm__small__frac_0.40__seed3407,classical,linear_svm,True,3407,small,16.0,1593.0,0.5471887550200804,0.4988262977273991,0.478230087420549,0.0210707187652587,,,
UT_HAR,pca_raw__linear_svm__small__frac_0.60,pca_raw__linear_svm__small,pca_raw,small,{'n_components': 16},linear_svm,linear_svm,small,{'C': 0.1},0.6,3407.0,8a3568eb591e,2026-06-20T14:50:16+0000,pca_raw__linear_svm__small__frac_0.60,pca_raw__linear_svm__small__frac_0.60__seed3407,classical,linear_svm,True,3407,small,16.0,2389.0,0.5301204819277109,0.4825025895948819,0.4602543371372417,0.0195100307464599,,,
UT_HAR,pca_raw__linear_svm__small__frac_0.80,pca_raw__linear_svm__small,pca_raw,small,{'n_components': 16},linear_svm,linear_svm,small,{'C': 0.1},0.8,3407.0,8a3568eb591e,2026-06-20T14:50:17+0000,pca_raw__linear_svm__small__frac_0.80,pca_raw__linear_svm__small__frac_0.80__seed3407,classical,linear_svm,True,3407,small,16.0,3184.0,0.5431726907630522,0.5025226850459866,0.4762647019248292,0.025270938873291,,,
UT_HAR,pca_raw__linear_svm__small__frac_1.00,pca_raw__linear_svm__small,pca_raw,small,{'n_components': 16},linear_svm,linear_svm,small,{'C': 0.1},1.0,3407.0,8a3568eb591e,2026-06-20T14:50:18+0000,pca_raw__linear_svm__small__frac_1.00,pca_raw__linear_svm__small__frac_1.00__seed3407,classical,linear_svm,True,3407,small,16.0,3977.0,0.5441767068273092,0.505492346943432,0.4795094229000332,0.0287160873413085,,,
UT_HAR,pca_raw__logistic_regression__large__frac_0.20,pca_raw__logistic_regression__large,pca_raw,large,{'n_components': 96},logistic_regression,linear,large,"{'C': 10.0, 'max_iter': 5000}",0.2,3407.0,8a3568eb591e,2026-06-20T14:44:29+0000,pca_raw__logistic_regression__large__frac_0.20,pca_raw__logistic_regression__large__frac_0.20__seed3407,classical,linear,True,3407,large,96.0,798.0,0.5983935742971888,0.5654365974884535,0.5874732607024311,2.247831106185913,,,
UT_HAR,pca_raw__logistic_regression__large__frac_0.40,pca_raw__logistic_regression__large,pca_raw,large,{'n_components': 96},logistic_regression,linear,large,"{'C': 10.0, 'max_iter': 5000}",0.4,3407.0,8a3568eb591e,2026-06-20T14:45:38+0000,pca_raw__logistic_regression__large__frac_0.40,pca_raw__logistic_regression__large__frac_0.40__seed3407,classical,linear,True,3407,large,96.0,1593.0,0.6857429718875502,0.6516908085511645,0.6477522795005298,4.001327037811279,,,
UT_HAR,pca_raw__logistic_regression__large__frac_0.60,pca_raw__logistic_regression__large,pca_raw,large,{'n_components': 96},logistic_regression,linear,large,"{'C': 10.0, 'max_iter': 5000}",0.6,3407.0,8a3568eb591e,2026-06-20T14:46:50+0000,pca_raw__logistic_regression__large__frac_0.60,pca_raw__logistic_regression__large__frac_0.60__seed3407,classical,linear,True,3407,large,96.0,2389.0,0.714859437751004,0.6873966404979859,0.6875008358442687,8.328537464141846,,,
UT_HAR,pca_raw__logistic_regression__large__frac_0.80,pca_raw__logistic_regression__large,pca_raw,large,{'n_components': 96},logistic_regression,linear,large,"{'C': 10.0, 'max_iter': 5000}",0.8,3407.0,8a3568eb591e,2026-06-20T14:48:01+0000,pca_raw__logistic_regression__large__frac_0.80,pca_raw__logistic_regression__large__frac_0.80__seed3407,classical,linear,True,3407,large,96.0,3184.0,0.7339357429718876,0.7098083114216517,0.7069407691266016,6.694542646408081,,,
UT_HAR,pca_raw__logistic_regression__large__frac_1.00,pca_raw__logistic_regression__large,pca_raw,large,{'n_components': 96},logistic_regression,linear,large,"{'C': 10.0, 'max_iter': 5000}",1.0,3407.0,8a3568eb591e,2026-06-20T14:49:12+0000,pca_raw__logistic_regression__large__frac_1.00,pca_raw__logistic_regression__large__frac_1.00__seed3407,classical,linear,True,3407,large,96.0,3977.0,0.7269076305220884,0.6958922963190706,0.6905224966783289,7.650736093521118,,,
UT_HAR,pca_raw__logistic_regression__medium__frac_0.20,pca_raw__logistic_regression__medium,pca_raw,medium,{'n_components': 48},logistic_regression,linear,medium,"{'C': 1.0, 'max_iter': 3000}",0.2,3407.0,8a3568eb591e,2026-06-20T14:38:47+0000,pca_raw__logistic_regression__medium__frac_0.20,pca_raw__logistic_regression__medium__frac_0.20__seed3407,classical,linear,True,3407,medium,48.0,798.0,0.6385542168674698,0.5998186384454264,0.5890615672948748,2.2347095012664795,,,
UT_HAR,pca_raw__logistic_regression__medium__frac_0.40,pca_raw__logistic_regression__medium,pca_raw,medium,{'n_components': 48},logistic_regression,linear,medium,"{'C': 1.0, 'max_iter': 3000}",0.4,3407.0,8a3568eb591e,2026-06-20T14:39:52+0000,pca_raw__logistic_regression__medium__frac_0.40,pca_raw__logistic_regression__medium__frac_0.40__seed3407,classical,linear,True,3407,medium,48.0,1593.0,0.6465863453815262,0.6066602218956734,0.5943635026962186,3.2101166248321533,,,
UT_HAR,pca_raw__logistic_regression__medium__frac_0.60,pca_raw__logistic_regression__medium,pca_raw,medium,{'n_components': 48},logistic_regression,linear,medium,"{'C': 1.0, 'max_iter': 3000}",0.6,3407.0,8a3568eb591e,2026-06-20T14:40:56+0000,pca_raw__logistic_regression__medium__frac_0.60,pca_raw__logistic_regression__medium__frac_0.60__seed3407,classical,linear,True,3407,medium,48.0,2389.0,0.6586345381526104,0.6214677834676543,0.609695744412822,4.217430353164673,,,
UT_HAR,pca_raw__logistic_regression__medium__frac_0.80,pca_raw__logistic_regression__medium,pca_raw,medium,{'n_components': 48},logistic_regression,linear,medium,"{'C': 1.0, 'max_iter': 3000}",0.8,3407.0,8a3568eb591e,2026-06-20T14:42:01+0000,pca_raw__logistic_regression__medium__frac_0.80,pca_raw__logistic_regression__medium__frac_0.80__seed3407,classical,linear,True,3407,medium,48.0,3184.0,0.6626506024096386,0.6244900241638298,0.6142183016540381,5.291869640350342,,,
UT_HAR,pca_raw__logistic_regression__medium__frac_1.00,pca_raw__logistic_regression__medium,pca_raw,medium,{'n_components': 48},logistic_regression,linear,medium,"{'C': 1.0, 'max_iter': 3000}",1.0,3407.0,8a3568eb591e,2026-06-20T14:43:26+0000,pca_raw__logistic_regression__medium__frac_1.00,pca_raw__logistic_regression__medium__frac_1.00__seed3407,classical,linear,True,3407,medium,48.0,3977.0,0.6546184738955824,0.6157572772781637,0.604335210441876,11.026706218719482,,,
UT_HAR,pca_raw__logistic_regression__small__frac_0.20,pca_raw__logistic_regression__small,pca_raw,small,{'n_components': 16},logistic_regression,linear,small,"{'C': 0.1, 'max_iter': 2000}",0.2,3407.0,8a3568eb591e,2026-06-20T14:33:18+0000,pca_raw__logistic_regression__small__frac_0.20,pca_raw__logistic_regression__small__frac_0.20__seed3407,classical,linear,True,3407,small,16.0,798.0,0.5512048192771084,0.4978496786765473,0.4744881112095709,2.1321475505828857,,,
UT_HAR,pca_raw__logistic_regression__small__frac_0.40,pca_raw__logistic_regression__small,pca_raw,small,{'n_components': 16},logistic_regression,linear,small,"{'C': 0.1, 'max_iter': 2000}",0.4,3407.0,8a3568eb591e,2026-06-20T14:34:22+0000,pca_raw__logistic_regression__small__frac_0.40,pca_raw__logistic_regression__small__frac_0.40__seed3407,classical,linear,True,3407,small,16.0,1593.0,0.5642570281124498,0.5167525455716195,0.4928468959324336,3.072016477584839,,,
UT_HAR,pca_raw__logistic_regression__small__frac_0.60,pca_raw__logistic_regression__small,pca_raw,small,{'n_components': 16},logistic_regression,linear,small,"{'C': 0.1, 'max_iter': 2000}",0.6,3407.0,8a3568eb591e,2026-06-20T14:35:28+0000,pca_raw__logistic_regression__small__frac_0.60,pca_raw__logistic_regression__small__frac_0.60__seed3407,classical,linear,True,3407,small,16.0,2389.0,0.5692771084337349,0.5275793806236908,0.5032630524501791,3.9501547813415527,,,
UT_HAR,pca_raw__logistic_regression__small__frac_0.80,pca_raw__logistic_regression__small,pca_raw,small,{'n_components': 16},logistic_regression,linear,small,"{'C': 0.1, 'max_iter': 2000}",0.8,3407.0,8a3568eb591e,2026-06-20T14:36:36+0000,pca_raw__logistic_regression__small__frac_0.80,pca_raw__logistic_regression__small__frac_0.80__seed3407,classical,linear,True,3407,small,16.0,3184.0,0.5803212851405622,0.5409001940224899,0.5178327739394838,7.155370235443115,,,
UT_HAR,pca_raw__logistic_regression__small__frac_1.00,pca_raw__logistic_regression__small,pca_raw,small,{'n_components': 16},logistic_regression,linear,small,"{'C': 0.1, 'max_iter': 2000}",1.0,3407.0,8a3568eb591e,2026-06-20T14:37:44+0000,pca_raw__logistic_regression__small__frac_1.00,pca_raw__logistic_regression__small__frac_1.00__seed3407,classical,linear,True,3407,small,16.0,3977.0,0.5843373493975904,0.5445725556210342,0.5211899685082824,6.88355827331543,,,
UT_HAR,pca_raw__random_forest__large__frac_0.20,pca_raw__random_forest__large,pca_raw,large,{'n_components': 96},random_forest,tree_ensemble,large,"{'n_estimators': 600, 'max_depth': None}",0.2,3407.0,8a3568eb591e,2026-06-20T15:01:10+0000,pca_raw__random_forest__large__frac_0.20,pca_raw__random_forest__large__frac_0.20__seed3407,classical,tree_ensemble,True,3407,large,96.0,798.0,0.7590361445783133,0.7060046714962332,0.6582347957111876,1.507477045059204,,,
UT_HAR,pca_raw__random_forest__large__frac_0.40,pca_raw__random_forest__large,pca_raw,large,{'n_components': 96},random_forest,tree_ensemble,large,"{'n_estimators': 600, 'max_depth': None}",0.4,3407.0,8a3568eb591e,2026-06-20T15:01:44+0000,pca_raw__random_forest__large__frac_0.40,pca_raw__random_forest__large__frac_0.40__seed3407,classical,tree_ensemble,True,3407,large,96.0,1593.0,0.8253012048192772,0.7972009430581316,0.7565158010457755,2.4909873008728027,,,
UT_HAR,pca_raw__random_forest__large__frac_0.60,pca_raw__random_forest__large,pca_raw,large,{'n_components': 96},random_forest,tree_ensemble,large,"{'n_estimators': 600, 'max_depth': None}",0.6,3407.0,8a3568eb591e,2026-06-20T15:02:19+0000,pca_raw__random_forest__large__frac_0.60,pca_raw__random_forest__large__frac_0.60__seed3407,classical,tree_ensemble,True,3407,large,96.0,2389.0,0.8694779116465864,0.8444868751574192,0.811302860325845,3.362616062164306,,,
UT_HAR,pca_raw__random_forest__large__frac_0.80,pca_raw__random_forest__large,pca_raw,large,{'n_components': 96},random_forest,tree_ensemble,large,"{'n_estimators': 600, 'max_depth': None}",0.8,3407.0,8a3568eb591e,2026-06-20T15:02:54+0000,pca_raw__random_forest__large__frac_0.80,pca_raw__random_forest__large__frac_0.80__seed3407,classical,tree_ensemble,True,3407,large,96.0,3184.0,0.8825301204819277,0.868274347529517,0.8367052233213527,4.302213430404663,,,
UT_HAR,pca_raw__random_forest__large__frac_1.00,pca_raw__random_forest__large,pca_raw,large,{'n_components': 96},random_forest,tree_ensemble,large,"{'n_estimators': 600, 'max_depth': None}",1.0,3407.0,8a3568eb591e,2026-06-20T15:03:31+0000,pca_raw__random_forest__large__frac_1.00,pca_raw__random_forest__large__frac_1.00__seed3407,classical,tree_ensemble,True,3407,large,96.0,3977.0,0.891566265060241,0.8726678460133167,0.8423232306740741,5.344885110855103,,,
UT_HAR,pca_raw__random_forest__medium__frac_0.20,pca_raw__random_forest__medium,pca_raw,medium,{'n_components': 48},random_forest,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",0.2,3407.0,8a3568eb591e,2026-06-20T14:59:37+0000,pca_raw__random_forest__medium__frac_0.20,pca_raw__random_forest__medium__frac_0.20__seed3407,classical,tree_ensemble,True,3407,medium,48.0,798.0,0.8012048192771084,0.7681588922862053,0.7239387718822327,0.7092339992523193,,,
UT_HAR,pca_raw__random_forest__medium__frac_0.40,pca_raw__random_forest__medium,pca_raw,medium,{'n_components': 48},random_forest,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",0.4,3407.0,8a3568eb591e,2026-06-20T14:59:56+0000,pca_raw__random_forest__medium__frac_0.40,pca_raw__random_forest__medium__frac_0.40__seed3407,classical,tree_ensemble,True,3407,medium,48.0,1593.0,0.8775100401606426,0.8529816182761438,0.8249582356360892,0.9991302490234376,,,
UT_HAR,pca_raw__random_forest__medium__frac_0.60,pca_raw__random_forest__medium,pca_raw,medium,{'n_components': 48},random_forest,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",0.6,3407.0,8a3568eb591e,2026-06-20T15:00:14+0000,pca_raw__random_forest__medium__frac_0.60,pca_raw__random_forest__medium__frac_0.60__seed3407,classical,tree_ensemble,True,3407,medium,48.0,2389.0,0.8945783132530121,0.8786334107053422,0.8581386981071779,1.300724983215332,,,
UT_HAR,pca_raw__random_forest__medium__frac_0.80,pca_raw__random_forest__medium,pca_raw,medium,{'n_components': 48},random_forest,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",0.8,3407.0,8a3568eb591e,2026-06-20T15:00:33+0000,pca_raw__random_forest__medium__frac_0.80,pca_raw__random_forest__medium__frac_0.80__seed3407,classical,tree_ensemble,True,3407,medium,48.0,3184.0,0.9116465863453816,0.8996509887251645,0.8805665551728584,1.663883924484253,,,
UT_HAR,pca_raw__random_forest__medium__frac_1.00,pca_raw__random_forest__medium,pca_raw,medium,{'n_components': 48},random_forest,tree_ensemble,medium,"{'n_estimators': 300, 'max_depth': 16}",1.0,3407.0,8a3568eb591e,2026-06-20T15:00:52+0000,pca_raw__random_forest__medium__frac_1.00,pca_raw__random_forest__medium__frac_1.00__seed3407,classical,tree_ensemble,True,3407,medium,48.0,3977.0,0.9246987951807228,0.9160887160268476,0.8931407791630086,1.927583694458008,,,
UT_HAR,pca_raw__random_forest__small__frac_0.20,pca_raw__random_forest__small,pca_raw,small,{'n_components': 16},random_forest,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",0.2,3407.0,8a3568eb591e,2026-06-20T14:58:56+0000,pca_raw__random_forest__small__frac_0.20,pca_raw__random_forest__small__frac_0.20__seed3407,classical,tree_ensemble,True,3407,small,16.0,798.0,0.8052208835341366,0.7597466489677946,0.7313168722808312,0.2579693794250488,,,
UT_HAR,pca_raw__random_forest__small__frac_0.40,pca_raw__random_forest__small,pca_raw,small,{'n_components': 16},random_forest,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",0.4,3407.0,8a3568eb591e,2026-06-20T14:59:04+0000,pca_raw__random_forest__small__frac_0.40,pca_raw__random_forest__small__frac_0.40__seed3407,classical,tree_ensemble,True,3407,small,16.0,1593.0,0.8273092369477911,0.788195545708167,0.7632761869833067,0.3017888069152832,,,
UT_HAR,pca_raw__random_forest__small__frac_0.60,pca_raw__random_forest__small,pca_raw,small,{'n_components': 16},random_forest,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",0.6,3407.0,8a3568eb591e,2026-06-20T14:59:12+0000,pca_raw__random_forest__small__frac_0.60,pca_raw__random_forest__small__frac_0.60__seed3407,classical,tree_ensemble,True,3407,small,16.0,2389.0,0.8403614457831325,0.8054650393366742,0.777687036527921,0.3404548168182373,,,
UT_HAR,pca_raw__random_forest__small__frac_0.80,pca_raw__random_forest__small,pca_raw,small,{'n_components': 16},random_forest,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",0.8,3407.0,8a3568eb591e,2026-06-20T14:59:20+0000,pca_raw__random_forest__small__frac_0.80,pca_raw__random_forest__small__frac_0.80__seed3407,classical,tree_ensemble,True,3407,small,16.0,3184.0,0.8554216867469879,0.8404704742977537,0.8093038217959728,0.4055836200714111,,,
UT_HAR,pca_raw__random_forest__small__frac_1.00,pca_raw__random_forest__small,pca_raw,small,{'n_components': 16},random_forest,tree_ensemble,small,"{'n_estimators': 100, 'max_depth': 8}",1.0,3407.0,8a3568eb591e,2026-06-20T14:59:28+0000,pca_raw__random_forest__small__frac_1.00,pca_raw__random_forest__small__frac_1.00__seed3407,classical,tree_ensemble,True,3407,small,16.0,3977.0,0.8594377510040161,0.842756402987159,0.8101903412680159,0.4422667026519775,,,
UT_HAR,pca_raw__rbf_svm__large__frac_0.20,pca_raw__rbf_svm__large,pca_raw,large,{'n_components': 96},rbf_svm,kernel_svm,large,"{'C': 8.0, 'gamma': 'auto'}",0.2,3407.0,8a3568eb591e,2026-06-20T14:54:26+0000,pca_raw__rbf_svm__large__frac_0.20,pca_raw__rbf_svm__large__frac_0.20__seed3407,classical,kernel_svm,True,3407,large,96.0,798.0,0.7981927710843374,0.7785553479360159,0.7599379405899211,0.1771278381347656,,,
UT_HAR,pca_raw__rbf_svm__large__frac_0.40,pca_raw__rbf_svm__large,pca_raw,large,{'n_components': 96},rbf_svm,kernel_svm,large,"{'C': 8.0, 'gamma': 'auto'}",0.4,3407.0,8a3568eb591e,2026-06-20T14:54:42+0000,pca_raw__rbf_svm__large__frac_0.40,pca_raw__rbf_svm__large__frac_0.40__seed3407,classical,kernel_svm,True,3407,large,96.0,1593.0,0.8765060240963856,0.8639455846641929,0.8493827312446103,0.5002434253692627,,,
UT_HAR,pca_raw__rbf_svm__large__frac_0.60,pca_raw__rbf_svm__large,pca_raw,large,{'n_components': 96},rbf_svm,kernel_svm,large,"{'C': 8.0, 'gamma': 'auto'}",0.6,3407.0,8a3568eb591e,2026-06-20T14:55:13+0000,pca_raw__rbf_svm__large__frac_0.60,pca_raw__rbf_svm__large__frac_0.60__seed3407,classical,kernel_svm,True,3407,large,96.0,2389.0,0.8945783132530121,0.883345938096453,0.8730224771667603,0.8240151405334473,,,
UT_HAR,pca_raw__rbf_svm__large__frac_0.80,pca_raw__rbf_svm__large,pca_raw,large,{'n_components': 96},rbf_svm,kernel_svm,large,"{'C': 8.0, 'gamma': 'auto'}",0.8,3407.0,8a3568eb591e,2026-06-20T14:55:58+0000,pca_raw__rbf_svm__large__frac_0.80,pca_raw__rbf_svm__large__frac_0.80__seed3407,classical,kernel_svm,True,3407,large,96.0,3184.0,0.9116465863453816,0.9064740820000138,0.8987061003206028,1.327958106994629,,,
UT_HAR,pca_raw__rbf_svm__large__frac_1.00,pca_raw__rbf_svm__large,pca_raw,large,{'n_components': 96},rbf_svm,kernel_svm,large,"{'C': 8.0, 'gamma': 'auto'}",1.0,3407.0,8a3568eb591e,2026-06-20T14:56:54+0000,pca_raw__rbf_svm__large__frac_1.00,pca_raw__rbf_svm__large__frac_1.00__seed3407,classical,kernel_svm,True,3407,large,96.0,3977.0,0.92570281124498,0.9173687374430396,0.910576233840611,1.7249696254730225,,,
UT_HAR,pca_raw__rbf_svm__medium__frac_0.20,pca_raw__rbf_svm__medium,pca_raw,medium,{'n_components': 48},rbf_svm,kernel_svm,medium,"{'C': 2.0, 'gamma': 'scale'}",0.2,3407.0,8a3568eb591e,2026-06-20T14:51:59+0000,pca_raw__rbf_svm__medium__frac_0.20,pca_raw__rbf_svm__medium__frac_0.20__seed3407,classical,kernel_svm,True,3407,medium,48.0,798.0,0.8313253012048193,0.8194796424485787,0.7969244807541392,0.1354908943176269,,,
